Fecha,Producto bruto interno y demanda interna (índice 2007=100) - PBI,Producción de electricidad por departamento - Total (gwh)
2020-09-01,162.392082404056,4456.01351850593
2020-10-01,170.674936266981,4747.66146163389
2020-11-01,170.696016490821,4656.19401202663
2020-12-01,191.726839186345,4892.71309629536
2021-01-01,160.973517718561,4868.63683561338
2021-02-01,155.73726293663,4439.82186553748
2021-03-01,165.084371568974,4931.80562784767
2021-04-01,164.762928184227,4603.23341702127
2021-05-01,175.634235344534,4807.42224617821
2021-06-01,172.305357952786,4700.3988411885
2021-07-01,174.461647893448,4744.11193313689
2021-08-01,175.529648756776,4831.58068559212
2021-09-01,178.50432508688,4732.08486814824
2021-10-01,178.736710531666,4895.54794470241
2021-11-01,176.83726450063,4801.22246209837
2021-12-01,195.522559455478,4990.96311871187
2022-01-01,165.422011742516,5019.13812121937
2022-02-01,163.061450829389,4633.753229
2022-03-01,171.420806836559,5055.588379
2022-04-01,171.356954328059,4748.49855199497
2022-05-01,180.218628496714,4913.58434273748
2022-06-01,178.292606969812,4841.29250481767
2022-07-01,177.606444933108,4974.75193639472
2022-08-01,178.995085910545,4993.8575431725
2022-09-01,182.324278604787,4956.07877271317
2022-10-01,182.907558188637,5115.20118361581
2022-11-01,180.589045115157,5088.9511153313
2022-12-01,197.560862452415,5302.08437467687
2023-01-01,163.997674018512,5208.43829562675
2023-02-01,162.073213989671,4832.32919317546
2023-03-01,171.999124159741,5421.78539484
2023-04-01,172.068926126002,5131.57659542465
2023-05-01,177.89520195938,5215.34748077937
2023-06-01,177.160779873191,5067.0730857875
2023-07-01,175.541667787534,5083.48682664089
2023-08-01,178.338723713062,5164.54899272174
2023-09-01,180.092090849659,5110.01298628834
2023-10-01,181.580543834241,5255.01150253806
2023-11-01,181.157269004952,5123.24125255
2023-12-01,196.103913441958,5349.401157165
2024-01-01,166.462480532004,5386.14000336355
2024-02-01,166.994904838836,5208.00888742606
2024-03-01,171.509169338111,5374.62677328
